ECDS_UniqueID,Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,ECDS_SearchTerms,SNOMED_Code,Flag_Injury,Flag_NotifiableDisease,Flag_Male,Flag_Female,Flag_Allergy,Flag_SDEC,Flag_ADS,Notes,ICD10_Mapping
UEC04DIA4671311000,46,71,31,Cancer,Musculoskeletal,Cartilage,Neoplasm of cartilage,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases cartilage,128464009,0,0,1,1,0,0,1,New code introduced July 2021,D48.0
UEC04DIA4691111000,46,91,11,Cancer,Metastatic,Metastatic tumour,Metastatic tumour,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases metastatic tumour,128462008,0,0,1,1,0,0,1,New code introduced July 2021,C79.9
UEC04DIA5111111000,51,11,11,Infectious disease,Respiratory,Upper respiratory tract infection,Upper respiratory tract infection,urti upper respiratory tract pharygitis tonsillitis sinusitis laryngitis viral,54150009,0,0,1,1,0,0,1,,J06.9
UEC04DIA5111121000,51,11,12,Infectious disease,Respiratory,Lower respiratory tract infection,Lower respiratory tract infection,lrti chest infection lower respiratory pneumonia,50417007,0,0,1,1,0,1,1,,J22
UEC04DIA5111211000,51,11,21,Infectious disease,Respiratory,Bronchopneumonia,Bronchopneumonia,pneumonia lrti bronchopneumonia,233604007,0,0,1,1,0,1,1,,J18.0
UEC04DIA5111251000,51,11,25,Infectious disease,Respiratory,Lobar pneumonia,Lobar pneumonia,lobar pneumonia lrti,278516003,0,0,1,1,0,1,1,,J18.1
UEC04DIA5111461000,51,11,46,Infectious disease,Respiratory,Legionella pneumonia [ND],Legionella pneumonia [ND],legionnaires disease legionella pneumonia,195889001,0,1,1,1,0,0,1,,A48.1
UEC04DIA5111511000,51,11,51,Infectious disease,Respiratory,Influenza,Influenza,influenza flu,6142004,0,0,1,1,0,0,1,,J11.1
UEC04DIA5111531000,51,11,53,Infectious disease,Respiratory,Pertussis / whooping cough [ND],Pertussis / whooping cough [ND],pertussis whooping cough,27836007,0,1,1,1,0,0,1,,A37.9
UEC04DIA5111551000,51,11,55,Infectious disease,Respiratory,Acute epiglottitis,Acute epiglottitis,epiglottitis hib haemophilus influenzae,80384002,0,0,1,1,0,0,1,,J05.1
UEC04DIA5111571000,51,11,57,Infectious disease,Respiratory,Bacterial tracheitis,Bacterial tracheitis,tracheitis bacterial,62994001,0,0,1,1,0,0,1,,J04.1
UEC04DIA5111611000,51,11,61,Infectious disease,Respiratory,Acute COVID-19 [ND],Acute COVID-19 [ND],coronavirus covid 19 wuhan,1325171000000109,0,0,1,1,0,0,1,New code introduced July 2021,B34.2
UEC04DIA5111621000,51,11,62,Infectious disease,Respiratory,Extended COVID-19 (up to 3/12),Extended COVID-19 (up to 3/12),coronavirus covid 19 extended symptoms,1325181000000106,0,0,1,1,0,0,1,New code introduced July 2021,B34.2
UEC04DIA5111631000,51,11,63,Infectious disease,Respiratory,Prolonged COVID-19 syndrome (more than 3/12),Prolonged COVID-19 syndrome (more than 3/12),coronavirus covid 19 long prolonged,1325161000000102,0,0,1,1,0,0,1,New code introduced July 2021,B34.2
UEC04DIA5111711000,51,11,71,Infectious disease,Respiratory,Tuberculosis [ND],Tuberculosis [ND],tuberculosis tb consumption,56717001,0,1,1,1,0,0,1,,A16.9
UEC04DIA5121111000,51,21,11,Infectious disease,Skin,Cellulitis,Cellulitis,cellulitis skin infection erythema,128045006,0,0,1,1,0,1,1,,L03.9
UEC04DIA5121171000,51,21,17,Infectious disease,Skin,Impetigo,Impetigo,impetigo cellulitis face,48277006,0,0,1,1,0,0,1,,L01.0
UEC04DIA5121211000,51,21,21,Infectious disease,Skin,Boil / abscess,Boil / abscess,abscess furuncle boil,128477000,0,0,1,1,0,0,1,New code introduced July 2021,L02.9
UEC04DIA5121231000,51,21,23,Infectious disease,Skin,Mastitis / breast abscess,Mastitis / breast abscess,mastitis breast abscess,266579006,0,0,1,1,0,0,1,,N61
UEC04DIA5121291000,51,21,29,Infectious disease,Skin,Paronychia,Paronychia,paronychia cellulitis finger boil abscess,71906005,0,0,1,1,0,0,1,,L03.0
UEC04DIA5121311000,51,21,31,Infectious disease,Skin,Scarlet fever (invasive Grp A Strep) [ND],Scarlet fever (invasive Grp A Strep) [ND],scarlet fever streptococcus group,30242009,0,1,1,1,0,0,1,,A38
UEC04DIA5121411000,51,21,41,Infectious disease,Skin,Fungal foot infection,Fungal foot infection,tinea pedis athlete foot fungus,6020002,0,0,1,1,0,0,1,,B35.3
UEC04DIA5121471000,51,21,47,Infectious disease,Skin,Tinea versicolour,Tinea versicolour,tinea versicolour pityriasis versicolour,56454009,0,0,1,1,0,0,1,,B36.0
UEC04DIA5121491000,51,21,49,Infectious disease,Skin,Ringworm / dermatophytosis / tinea,Ringworm / dermatophytosis / tinea,ringworm fungus dermatophytosis fungal tinea capitis corporis pedis,47382004,0,0,1,1,0,0,1,,B35.9
UEC04DIA5121611000,51,21,61,Infectious disease,Skin,Chickenpox / varicella,Chickenpox / varicella,chickenpox varicella zoster herpes shingles,38907003,0,0,1,1,0,0,1,,B01.9
UEC04DIA5121651000,51,21,65,Infectious disease,Skin,Herpes zoster infection (shingles),Herpes zoster infection (shingles),herpes zoster infection shingles,309465005,0,0,1,1,0,0,1,,B02.9
UEC04DIA5121671000,51,21,67,Infectious disease,Skin,Herpes simplex skin infection,Herpes simplex skin infection,herpes simplex cold sores,240475000,0,0,1,1,0,0,1,,B00.1
UEC04DIA5121691000,51,21,69,Infectious disease,Skin,Eczema herpeticum,Eczema herpeticum,eczema herpeticum shingles zoster herpes,186535001,0,0,1,1,0,0,1,,B00.0
UEC04DIA5121711000,51,21,71,Infectious disease,Skin,Hand foot and mouth disease,Hand foot and mouth disease,hand foot and mouth coxsackie a enterovirus,266108008,0,0,1,1,0,0,1,,B08.4
UEC04DIA5121751000,51,21,75,Infectious disease,Skin,Molluscum contagiosum,Molluscum contagiosum,molluscum contagiosum poxvirus,40070004,0,0,1,1,0,0,1,,B08.1
UEC04DIA5121771000,51,21,77,Infectious disease,Skin,Monkeypox,Monkeypox,Monkeypox,359814004,0,0,1,1,0,0,1,New code created and introduced from April 2022 due to outbreak.,
UEC04DIA5121811000,51,21,81,Infectious disease,Skin,Scabies,Scabies,scabies sarcoptes scabiei,62752005,0,0,1,1,0,0,1,,B86
UEC04DIA5121851000,51,21,85,Infectious disease,Skin,Lice infestation,Lice infestation,pediculosis lice nits,20848007,0,0,1,1,0,0,1,,B85.2
UEC04DIA5121861000,51,21,86,Infectious disease,Skin,Verruca,Verruca,verrucca plantaris wart foot,63440008,0,0,1,1,0,0,1,New code introduced July 2021,B07
UEC04DIA5121911000,51,21,91,Infectious disease,Skin,Viral rash,Viral rash,viral exanthum virus rash,49882001,0,0,1,1,0,0,1,,B09
UEC04DIA5131111000,51,31,11,Infectious disease,GU / GI,Urinary tract infection,Lower urinary tract infection,uti urinary tract infection urosepsis,4009004,0,0,1,1,0,1,1,New code introduced July 2021,N39.0
UEC04DIA5131151000,51,31,15,Infectious disease,GU / GI,Upper urinary tract infection,Upper urinary tract infection,pyelonephritis kidney infection uti urinary tract infection urosepsis,422747000,0,0,1,1,0,0,1,New code introduced July 2021,N39.0
UEC04DIA5131171000,51,31,17,Infectious disease,GU / GI,Pyelonephritis,Pyelonephritis,pyelonephritis kidney infection uti urinary tract infection urosepsis,45816000,0,0,1,1,0,0,1,,N12
UEC04DIA5131211000,51,31,21,Infectious disease,GU / GI,Infectious gastroenteritis,Infectious gastroenteritis,infectious gastroenteritis d+v diahorrea vomiting d&v dandv,12463005,0,0,1,1,0,1,1,,A09.0
UEC04DIA5131251000,51,31,25,Infectious disease,GU / GI,Infectious gastroenteritis with bloody diarrhoea [ND],Infectious gastroenteritis with bloody diarrhoea [ND],infectious gastroenteritis d+v diahorrea vomiting d&v dandv,95545007,0,1,1,1,0,1,1,,A09.0
UEC04DIA5131271000,51,31,27,Infectious disease,GU / GI,Giardia lamblia infestation,Giardia lamblia infestation,giardia intestinal parasite diarrhoea,10679007,0,0,1,1,0,0,1,,A07.1
UEC04DIA5131311000,51,31,31,Infectious disease,GU / GI,Oral herpes simplex,Oral herpes simplex,oral herpes simplex cold sores,235055003,0,0,1,1,0,0,1,,B00.1
UEC04DIA5131411000,51,31,41,Infectious disease,GU / GI,Candidiasis,Candidiasis,candida thrush red erythema,78048006,0,0,1,1,0,0,1,,B37.9
UEC04DIA5131451000,51,31,45,Infectious disease,GU / GI,Worms,Worms,worms helminthiasis tapeworm roundworm threadworm,27601005,0,0,1,1,0,0,1,,B83.9
UEC04DIA5131511000,51,31,51,Infectious disease,GU / GI,Chlamydia,Chlamydia,chlamydia discharge sti std,105629000,0,0,1,1,0,0,1,,A74.9
UEC04DIA5131591000,51,31,59,Infectious disease,GU / GI,Genital herpes,Genital herpes,genital herpes sti std,33839006,0,0,1,1,0,0,1,,A60.9
UEC04DIA5131611000,51,31,61,Infectious disease,GU / GI,Genital warts,Genital warts,genital warts hpv sti std papilloma,266113007,0,0,1,1,0,0,1,,A63.0
UEC04DIA5131671000,51,31,67,Infectious disease,GU / GI,Gonorrhoea,Gonorrhoea,gonorrhoea vaginal penile discharge std sti,15628003,0,0,1,1,0,0,1,,A54.9
UEC04DIA5131691000,51,31,69,Infectious disease,GU / GI,Trichomoniasis,Trichomoniasis,trichomoniasis vaginal discharge penile std sti,56335008,0,0,1,1,0,0,1,,A59.9
UEC04DIA5141111000,51,41,11,Infectious disease,Systemic / CNS,Sepsis,Sepsis,septicaemia collapse rash shock hypotension sepsis,91302008,0,0,1,1,0,0,1,,A41.9
UEC04DIA5141151000,51,41,15,Infectious disease,Systemic / CNS,Septic shock,Septic shock,septic shock collapse rash hypotension,76571007,0,0,1,1,0,0,1,,R57.2
UEC04DIA5141171000,51,41,17,Infectious disease,Systemic / CNS,Meningococcal sepsis [ND],Meningococcal sepsis [ND],meningococcal sepsis collapse rash shock headache hypotension,23511006,0,1,1,1,0,0,1,,A39.2
UEC04DIA5141211000,51,41,21,Infectious disease,Systemic / CNS,Bacterial meningitis [ND],Bacterial meningitis [ND],bacterial meningitis headache,95883001,0,1,1,1,0,0,1,,G00.9
UEC04DIA5141231000,51,41,23,Infectious disease,Systemic / CNS,Viral meningitis,Viral meningitis,viral meningitis headache,58170007,0,0,1,1,0,0,1,,A87.9
UEC04DIA5141271000,51,41,27,Infectious disease,Systemic / CNS,Encephalitis [ND],Encephalitis [ND],encephalitis meningitis,45170000,0,1,1,1,0,0,1,,G04.9
UEC04DIA5141311000,51,41,31,Infectious disease,Systemic / CNS,Infectious mononucleosis,Infectious mononucleosis,infectious mononucleosis glandular fever,271558008,0,0,1,1,0,0,1,,B27.9
UEC04DIA5141411000,51,41,41,Infectious disease,Systemic / CNS,Measles [ND],Measles [ND],measles,14189004,0,1,1,1,0,0,1,,B05.9
UEC04DIA5141431000,51,41,43,Infectious disease,Systemic / CNS,Mumps / parotitis [ND],Mumps / parotitis [ND],mumps parotitis orchitis parotid,36989005,0,1,1,1,0,0,1,,B26.9
UEC04DIA5141551000,51,41,55,Infectious disease,Systemic / CNS,Rubella / German measles [ND],Rubella / German measles [ND],rubella german measles,36653000,0,1,1,1,0,0,1,,B06.9
UEC04DIA5141611000,51,41,61,Infectious disease,Systemic / CNS,Malaria [ND],Malaria [ND],malaria headache,61462000,0,1,1,1,0,0,1,,B54
UEC04DIA5141711000,51,41,71,Infectious disease,Systemic / CNS,Necrotising fasciitis [ND],Necrotising fasciitis [ND],necrotising fasciitis streptococcal gangrene leg pain arm limb streptococcus,52486002,0,1,1,1,0,0,1,,M72.6
UEC04DIA5141811000,51,41,81,Infectious disease,Systemic / CNS,Human immunodeficiency virus infection,Human immunodeficiency virus infection,hiv aids sti std,86406008,0,0,1,1,0,0,1,,Z21
UEC04DIA5141911000,51,41,91,Infectious disease,Systemic / CNS,Fungal infection / fungaemia / mycosis,Fungal infection / fungaemia / mycosis,fungal infection mycosis,3218000,0,0,1,1,0,0,1,,B49
UEC04DIA5141991000,51,41,99,Infectious disease,Systemic / CNS,Pyrexia of unknown origin,Pyrexia of unknown origin,puo pyrexia of unknown origin fever,7520000,0,0,1,1,0,0,1,,R50.9
UEC04DIA5151111000,51,51,11,Infectious disease,Notifiable disease,Food poisoning [ND],Food poisoning [ND],food poisoning infectious gastroenteritis d+v diahorrea vomiting d&v dandv,75258004,0,1,1,1,0,0,1,,X49
UEC04DIA5151151000,51,51,15,Infectious disease,Notifiable disease,Haemolytic uraemic syndrome (HUS) [ND],Haemolytic uraemic syndrome (HUS) [ND],haemolytic uraemic syndrome hus ecoli,111407006,0,1,1,1,0,0,1,,D59.3
UEC04DIA5151161000,51,51,16,Infectious disease,Notifiable disease,Pathogenic E.coli infection (O157 O104 etc.) [ND],Pathogenic E.coli infection (O157 O104 etc.) [ND],ecoli haemolytic uraemic hus uremic,822091000000100,0,1,1,1,0,0,1,,A49.8
UEC04DIA5151311000,51,51,31,Infectious disease,Notifiable disease,Diphtheria [ND],Diphtheria [ND],diphtheria,397430003,0,1,1,1,0,0,1,New code introduced September 2021,A36.9
UEC04DIA5151321000,51,51,32,Infectious disease,Notifiable disease,Haemophilus influenzae type b (Hib) [ND],Haemophilus influenzae type b (Hib) [ND],haemophilus influenzae hib meningitis epiglottitis,709410003,0,1,1,1,0,0,0,,A49.2
UEC04DIA5151431000,51,51,43,Infectious disease,Notifiable disease,Leptospirosis [ND],Leptospirosis [ND],leptospirosis rat,77377001,0,1,1,1,0,0,0,,A27.9
UEC04DIA5151451000,51,51,45,Infectious disease,Notifiable disease,Tetanus [ND],Tetanus [ND],tetanus tetany,76902006,0,1,1,1,0,0,0,,A35
UEC04DIA5151471000,51,51,47,Infectious disease,Notifiable disease,Brucellosis [ND],Brucellosis [ND],brucellosis,75702008,0,1,1,1,0,0,0,,A23.9
UEC04DIA5151511000,51,51,51,Infectious disease,Notifiable disease,Tularaemia [ND],Tularaemia [ND],tularaemia,19265001,0,1,1,1,0,0,0,,A21.9
UEC04DIA5151531000,51,51,53,Infectious disease,Notifiable disease,Typhus [ND],Typhus [ND],typhus tick,416829003,0,1,1,1,0,0,0,,A75.9
UEC04DIA5151551000,51,51,55,Infectious disease,Notifiable disease,Typhoid [ND],Typhoid [ND],typhoid salmonella typhi,4834000,0,1,1,1,0,0,0,,A01.0
UEC04DIA5151561000,51,51,56,Infectious disease,Notifiable disease,Paratyphoid [ND],Paratyphoid [ND],paratyphoid,85904008,0,1,1,1,0,0,0,,A01.4
UEC04DIA5151611000,51,51,61,Infectious disease,Notifiable disease,Dysentery [ND],Dysentery [ND],dysentery diarrhoea food poisoning,46799006,0,1,1,1,0,0,1,,A03.9
UEC04DIA5151651000,51,51,65,Infectious disease,Notifiable disease,Cholera [ND],Cholera [ND],cholera,63650001,0,1,1,1,0,0,1,,A00.9
UEC04DIA5151671000,51,51,67,Infectious disease,Notifiable disease,SARS [ND],SARS [ND],sars pandemic,398447004,0,1,1,1,0,0,1,,U04.9
UEC04DIA5151811000,51,51,81,Infectious disease,Notifiable disease,Hepatitis A [ND],Hepatitis A [ND],hepatitis liver,40468003,0,1,1,1,0,0,1,,B15.9
UEC04DIA5151821000,51,51,82,Infectious disease,Notifiable disease,Hepatitis B [ND],Hepatitis B [ND],hepatitis b,66071002,0,1,1,1,0,0,1,,B16.9
UEC04DIA5151851000,51,51,85,Infectious disease,Notifiable disease,Acute hepatitis caused by infection [ND],Acute hepatitis caused by infection [ND],Acute hepatitis caused by infection infectious hepatitis liver,773113008,0,1,1,1,0,0,1,,B17.9
UEC04DIA5151871000,51,51,87,Infectious disease,Notifiable disease,Relapsing fever [ND],Relapsing fever [ND],relapsing fever,420079008,0,1,1,1,0,0,0,,A68.9
UEC04DIA5151881000,51,51,88,Infectious disease,Notifiable disease,West Nile fever [ND],West Nile fever [ND],west nile fever,822061000000106,0,1,1,1,0,0,0,,A92.3
UEC04DIA5151891000,51,51,89,Infectious disease,Notifiable disease,Viral haemorrhagic fever (VHF) [ND],Viral haemorrhagic fever (VHF) [ND],viral haemorrhagic fever vhf ebola,240523007,0,1,1,1,0,0,1,,A99
UEC04DIA5151901000,51,51,90,Infectious disease,Notifiable disease,Yellow fever [ND],Yellow fever [ND],yellow fever,16541001,0,1,1,1,0,0,0,,A95.9
UEC04DIA5151911000,51,51,91,Infectious disease,Notifiable disease,Leprosy [ND],Leprosy [ND],leprosy hansen,81004002,0,1,1,1,0,0,1,,A30.9
UEC04DIA5151921000,51,51,92,Infectious disease,Notifiable disease,Rabies [ND],Rabies [ND],rabies hydrophobia lyssa,14168008,0,1,1,1,0,0,1,,A82.9
UEC04DIA5151931000,51,51,93,Infectious disease,Notifiable disease,Smallpox [ND],Smallpox [ND],smallpox variola,67924001,0,1,1,1,0,0,1,,B03
UEC04DIA5151941000,51,51,94,Infectious disease,Notifiable disease,Anthrax [ND],Anthrax [ND],anthrax charbon splenic fever milzbrand,409498004,0,1,1,1,0,0,1,,A22.9
UEC04DIA5151951000,51,51,95,Infectious disease,Notifiable disease,Botulism [ND],Botulism [ND],botulism Clostridium botulinum toxin,1149327007,0,1,1,1,0,0,0,Code introduced as replacement for inactivated code by SNOMED.,A05.1
UEC04DIA5151961000,51,51,96,Infectious disease,Notifiable disease,Plague [ND],Plague [ND],plague yersinia pestis,58750007,0,1,1,1,0,0,1,,A20.9
UEC04DIA5151971000,51,51,97,Infectious disease,Notifiable disease,Acute poliomyelitis [ND],Acute poliomyelitis [ND],poliomyelitis polio,398102009,0,1,1,1,0,0,0,,A80.9
UEC04DIA5151981000,51,51,98,Infectious disease,Notifiable disease,Paralytic poliomyelitis [ND],Paralytic poliomyelitis [ND],paralytic poliomyelitis,240460008,0,1,1,1,0,0,0,,A80.3
UEC04DIA5161111000,51,61,11,Infectious disease,Tropical disease,Dengue,Dengue,dengue fever tropical,38362002,0,0,1,1,0,0,1,,A97.9
UEC04DIA5161151000,51,61,15,Infectious disease,Tropical disease,Leishmaniasis,Leishmaniasis,leishmaniasis cutaneous tropical,80612004,0,0,1,1,0,0,0,,B55.9
UEC04DIA5161191000,51,61,19,Infectious disease,Tropical disease,Chikungunya fever,Chikungunya fever,chikungunya tropical,111864006,0,0,1,1,0,0,0,,A92.0
UEC04DIA5161211000,51,61,21,Infectious disease,Tropical disease,Ocular onchocerciasis,Ocular onchocerciasis,onchocerciasis river blindness tropical eye,240842000,0,0,1,1,0,0,0,,B73
UEC04DIA5161251000,51,61,25,Infectious disease,Tropical disease,Trachoma,Trachoma,trachoma chlamydia trachomatis tropical eye blindness,2576002,0,0,1,1,0,0,0,,A71.9
UEC04DIA5161281000,51,61,28,Infectious disease,Tropical disease,Lymphatic filariasis,Lymphatic filariasis,lymphatic filariasis elephantiasis tropical,240820001,0,0,1,1,0,0,0,,B74.9
UEC04DIA5161311000,51,61,31,Infectious disease,Tropical disease,African trypanosomiasis,African trypanosomiasis,trypanosoma trypanosomiasis chagas disease tropical,27031003,0,0,1,1,0,0,0,,B56.9
UEC04DIA5161321000,51,61,32,Infectious disease,Tropical disease,Infection caused by Trypanosoma cruzi,Infection caused by Trypanosoma cruzi,trypanosoma trypanosomiasis chagas disease tropical,77506005,0,0,1,1,0,0,0,,B57
UEC04DIA5161411000,51,61,41,Infectious disease,Tropical disease,Infection caused by Schistosoma,Infection caused by Schistosoma,schistosomiasis schistosoma bilharzia tropical,10087007,0,0,1,1,0,0,0,,B65.9
UEC04DIA5161511000,51,61,51,Infectious disease,Tropical disease,Infection caused by Taenia,Infection caused by Taenia,taenia tapeworm cestode helminth worm tropical,76172008,0,0,1,1,0,0,0,,B68.9
UEC04DIA5161551000,51,61,55,Infectious disease,Tropical disease,Cysticercosis,Cysticercosis,cysticercosis tropical tapeworm brain cerebral taenia worm,59051007,0,0,1,1,0,0,0,,B69.9
UEC04DIA5161571000,51,61,57,Infectious disease,Tropical disease,Echinococcosis,Echinococcosis,echinococcosis tropical tapeworm worm,74942003,0,0,1,1,0,0,0,,B67.9
UEC04DIA5161611000,51,61,61,Infectious disease,Tropical disease,Infection caused by Dracunculus medinensis,Infection caused by Dracunculus medinensis,guinea worm disease dracunculus medisnensis tropical,396334002,0,0,1,1,0,0,0,,B72
UEC04DIA5161811000,51,61,81,Infectious disease,Tropical disease,Yaws,Yaws,yaws tropical,70647001,0,0,1,1,0,0,0,,A66.9
